游戏名称,上架平台,游戏类型,上架时间,开发者,备注,访问链接
最强平民战士,手机(平板可下载),动作射击,2025/08/28,南京米豆游信息科技有限公司,08/30新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.midouyou.zqpmzs.huawei&channelId=SHARE
猫咪公主城堡,手机(平板可下载),休闲益智,2025/08/28,厦门叶秋原网络科技有限公司,08/30新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.akibastudio.catcb.huawei&channelId=SHARE
建造小能手,手机(平板可下载),休闲益智,2025/08/28,杭州游弋思网络科技有限公司,08/30新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wshr.jzxnshm.huawei&channelId=SHARE
救援大行动,手机(平板可下载),休闲益智,2025/08/28,杭州游弋思网络科技有限公司,08/30新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wshr.jydxdhm.huawei&channelId=SHARE
营救女孩吧,手机(平板可下载),休闲益智,2025/08/28,深圳市掌上方舟科技有限公司,08/30新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.zsfz.yjnhb.hm.huawei&channelId=SHARE
火柴人暗影传奇,手机(平板可下载),休闲益智,2025/08/28,深圳任何网络科技有限公司,08/30新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.rh.hcraycqhm.huawei&channelId=SHARE
疯狂的文字,手机(平板可下载),休闲益智,2025/08/28,深圳任何网络科技有限公司,08/30新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wyry.fkdwzhm.huawei&channelId=SHARE
动物狂欢派队,手机(平板可下载),休闲益智,2025/08/28,深圳任何网络科技有限公司,08/30新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.rh.dwkhpdhm.huawei&channelId=SHARE
恋爱脑大作战,手机(平板可下载),经营策略,2025/08/28,厦门有橘子网络科技有限公司,08/30新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.tangerinestudio.landzz.huawei&channelId=SHARE
趣味找茬挑战,手机(平板可下载),休闲益智,2025/08/28,厦门有橘子网络科技有限公司,08/30新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.tangerinestudio.qwzctz.huawei&channelId=SHARE
救救小羊,手机(平板可下载),休闲益智,2025/08/28,厦门五个手指科技有限公司,08/30新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.sskj.jjxy.huawei&channelId=SHARE
奇怪的鸭子,手机和平板,休闲益智,2025/08/28,深圳沄晗网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.yh.qgdyz.hmservice&channelId=SHARE
暴击木偶,手机和平板,休闲益智,2025/08/28,深圳沄晗网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.fcxx.arm.bjmo.hmservice&channelId=SHARE
怪物向前冲,手机和平板,休闲益智,2025/08/28,深圳沄晗网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.yh.gwxqc.hmservice&channelId=SHARE
双屏跑酷达人,手机和平板,休闲益智,2025/08/28,深圳市智腾丰耀科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ztfy.sppkdr.hm.huawei&channelId=SHARE
悟空吞噬变身,手机和平板,角色扮演,2025/08/28,深圳市智腾丰耀科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ztfy.wktsbs.hm.huawei&channelId=SHARE
无畏冲锋,手机和平板,休闲益智,2025/08/28,厦门很牛网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hwwl.wwcf.hm.huawei&channelId=SHARE
疯狂大卡车,手机和平板,体育竞速,2025/08/28,厦门很牛网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hwwl.fkdkc.hm.huawei&channelId=SHARE
电影梦工坊,手机和平板,休闲益智,2025/08/28,厦门很稳网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hw.dymgf.hm.huawei&channelId=SHARE
克苏鲁的献祭者,手机和平板,休闲益智,2025/08/28,厦门很稳网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hw.ksldxjz.hm.huawei&channelId=SHARE
合成过山车,手机和平板,休闲益智,2025/08/28,厦门很稳网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hw.hcgsc.hm.huawei&channelId=SHARE
合成球盘,手机和平板,休闲益智,2025/08/28,厦门很稳网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hw.hcqp.hm.huawei&channelId=SHARE
水坝建造模拟器,手机和平板,休闲益智,2025/08/28,厦门很稳网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hw.sbjjmnq.hm.huawei&channelId=SHARE
我是特工王,手机(平板可下载),休闲益智,2025/08/28,深圳无界互娱网络有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wj.wstgwhm.huawei&channelId=SHARE
枪火勇士,手机(平板可下载),休闲益智,2025/08/28,深圳无界互娱网络有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wj.qhyshm.huawei&channelId=SHARE
我爱整理,手机(平板可下载),休闲益智,2025/08/28,深圳无界互娱网络有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wj.wazlhm.huawei&channelId=SHARE
全都是坑,手机(平板可下载),休闲益智,2025/08/28,深圳无界互娱网络有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wj.qdskhm.huawei&channelId=SHARE
皇家枪斗术,手机(平板可下载),休闲益智,2025/08/28,深圳市深空空网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.skk.hjqds.huawei&channelId=SHARE
刀锋勇者,手机(平板可下载),角色扮演,2025/08/28,深圳市深空空网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.yc.dfyz.skk.huawei&channelId=SHARE
萌果消消乐园,手机(平板可下载),休闲益智,2025/08/28,深圳鸿兴蒙动网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmhxmengd7.huawei&channelId=SHARE
偃武,手机和平板,经营策略,2025/08/28,北京儒意景秀网络科技有限公司,游戏中心预约-1,https://appgallery.huawei.com/app/detail?id=com.jingxiu.yanwuhm.huawei&channelId=SHARE
别跑碗在等你,手机(平板可下载),休闲益智,2025/08/28,深圳麦恋网络科技有限公司,08/28新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmmailian14.huawei&channelId=SHARE
山海躲猫猫,手机(平板可下载),休闲益智,2025/08/28,深圳腾逸科技有限公司,08/28新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ty.shdmm.app.huawei&channelId=SHARE
我能走得贼远,手机和平板,休闲益智,2025/08/28,深圳神兽互动科技有限公司,08/28新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ss.wnzdzy.hmservice&channelId=SHARE
安静书贴纸世界,手机(平板可下载),休闲益智,2025/08/28,深圳阳阳无限科技有限公司,08/28新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.yywx.ajstzsjhap.huawei&channelId=SHARE
沉浸式安静书,手机(平板可下载),休闲益智,2025/08/28,深圳市时间坊贸易有限公司,08/28新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.sjf.cjsajs.app.huawei&channelId=SHARE
樱花女生逃离大作战,手机和平板,动作射击,2025/08/28,深圳市时间坊贸易有限公司,08/28新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.sjf.yhnstldzz.app.huawei&channelId=SHARE
拉链安静书,手机(平板可下载),休闲益智,2025/08/28,深圳市时间坊贸易有限公司,08/28新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.sjf.llajs.app.huawei&channelId=SHARE
神奇闯关高手,手机(平板可下载),休闲益智,2025/08/28,深圳市时间坊贸易有限公司,08/28新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.sjf.sqcggs.app.huawei&channelId=SHARE
开心水族箱,手机和平板,休闲益智,2025/08/27,乐元素科技（北京）股份有限公司,09/02新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.happyelements.happyfish.huawei&channelId=SHARE
烈火机枪战神,手机(平板可下载),休闲益智,2025/08/27,深圳月升沧海信息技术有限公司,09/01新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hs.lhjqzshm.huawei&channelId=SHARE
救救小哥,手机(平板可下载),休闲益智,2025/08/27,深圳月升沧海信息技术有限公司,09/01新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hs.jjxghm.huawei&channelId=SHARE
吃货不减肥,手机(平板可下载),休闲益智,2025/08/27,深圳鸿兴数字网络科技有限公司,09/01新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmhxshuz14.huawei&channelId=SHARE
逃离疯人院,手机(平板可下载),休闲益智,2025/08/27,深圳峻冉信息技术有限公司,09/01新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hs.tlfryhm.huawei&channelId=SHARE
装扮美少女明星,手机(平板可下载),休闲益智,2025/08/27,深圳峻冉信息技术有限公司,09/01新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hs.zbmsnmxhm.huawei&channelId=SHARE
童话小镇,手机和平板,休闲益智,2025/08/27,深圳沄晗网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.yh.thxz.hmservice&channelId=SHARE
激斗派对,手机(平板可下载),休闲益智,2025/08/27,南京兄游信息科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.bthgame.jdpd.hap.huawei&channelId=SHARE
吞噬破坏王,手机(平板可下载),动作射击,2025/08/27,南京兄游信息科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.bthgame.tsphw.hap.huawei&channelId=SHARE
一起来变美,手机(平板可下载),休闲益智,2025/08/27,深圳市智腾丰耀科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ztfy.yqlbm.hm.huawei&channelId=SHARE
皮皮的小镇生活,手机和平板,休闲益智,2025/08/27,厦门喵千层科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.melemoe.pipixz.huawei&channelId=SHARE
兄弟暴走冲,手机和平板,休闲益智,2025/08/27,厦门很牛网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hwwl.xdbzc.hm.huawei&channelId=SHARE
放置荒漠城市,手机和平板,休闲益智,2025/08/27,厦门很稳网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hw.fzhmcs.hm.huawei&channelId=SHARE
天空飞车,手机和平板,休闲益智,2025/08/27,厦门很稳网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hwwl.tkfc.hm.huawei&channelId=SHARE
石器武器店,手机和平板,休闲益智,2025/08/27,厦门很稳网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hwwl.sqwqd.hm.huawei&channelId=SHARE
弹珠楼梯,手机和平板,休闲益智,2025/08/27,厦门很稳网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hw.dzlt.hm.huawei&channelId=SHARE
新能源发电站,手机和平板,休闲益智,2025/08/27,厦门很稳网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hw.xnyfdz.hm.huawei&channelId=SHARE
养鸡农场大亨,手机和平板,休闲益智,2025/08/27,厦门很稳网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hw.yjncdh.hm.huawei&channelId=SHARE
龙卷风进化史,手机和平板,休闲益智,2025/08/27,厦门很稳网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hw.ljfjhs.hm.huawei&channelId=SHARE
合成我贼六,手机(平板可下载),休闲益智,2025/08/27,深圳阳阳无限科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.yywx.hcwzlhap.huawei&channelId=SHARE
消了个成语,手机(平板可下载),休闲益智,2025/08/27,长沙梦元素科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.mys.xlgcy.hap.huawei&channelId=SHARE
成语冒险王,手机(平板可下载),休闲益智,2025/08/27,深圳无界互娱网络有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.xtm.cymxwhm.huawei&channelId=SHARE
异能猫猫大冒险,手机(平板可下载),休闲益智,2025/08/27,深圳市深空空网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.skk.ynmmdmx.huawei&channelId=SHARE
我战力超高,手机(平板可下载),角色扮演,2025/08/27,深圳市深空空网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.yc.wzlcg.skk.huawei&channelId=SHARE
开心节奏派对,手机(平板可下载),休闲益智,2025/08/27,深圳市深空空网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.skk.kxjzpd.huawei&channelId=SHARE
公路放羊记,手机(平板可下载),休闲益智,2025/08/27,深圳鸿兴元动网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmhxyuand9.huawei&channelId=SHARE
今天也要恰饭呀,手机(平板可下载),休闲益智,2025/08/27,深圳鸿兴元动网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmhxyuand12.huawei&channelId=SHARE
西瓜大吞并,手机(平板可下载),休闲益智,2025/08/27,深圳鸿兴元动网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmhxyuand4.huawei&channelId=SHARE
萌宠星球归途,手机(平板可下载),休闲益智,2025/08/27,深圳鸿兴元动网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmhxyuand6.huawei&channelId=SHARE
毛线叠叠乐,手机(平板可下载),休闲益智,2025/08/27,株洲市趣点科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.qd.mxddl.hap.huawei&channelId=SHARE
来呀你过来呀,手机(平板可下载),休闲益智,2025/08/27,深圳峻冉信息技术有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hs.lynglhm.huawei&channelId=SHARE
击败怪物,手机(平板可下载),角色扮演,2025/08/27,南京米豆游信息科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.midouyou.jbgw.huawei&channelId=SHARE
接物王者挑战,手机(平板可下载),休闲益智,2025/08/27,深圳鸿兴蒙动网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmhxmengd13.huawei&channelId=SHARE
公路避险记,手机(平板可下载),休闲益智,2025/08/27,深圳鸿兴蒙动网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmhxmengd10.huawei&channelId=SHARE
喵汪奇兵营,手机(平板可下载),休闲益智,2025/08/27,深圳麦恋网络科技有限公司,08/28新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmmailian8.huawei&channelId=SHARE
山海背景猜角色,手机(平板可下载),休闲益智,2025/08/27,深圳腾逸科技有限公司,08/28新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ty.shbjcjs.app.huawei&channelId=SHARE
美甲小屋,手机和平板,休闲益智,2025/08/27,深圳神兽互动科技有限公司,08/28新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ss.mjxw.hmservice&channelId=SHARE
小小跑酷家,手机和平板,休闲益智,2025/08/27,深圳神兽互动科技有限公司,08/28新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ss.xxpkj.hmservice&channelId=SHARE
